year,mun_code,mun_name,cases,date
2017,355030,São Paulo,9.0,2017-08-06
2017,230440,Fortaleza,82.0,2017-08-06
2017,310620,Belo Horizonte,4.0,2017-08-06
2017,310620,Belo Horizonte,10.0,2017-08-13
2017,230440,Fortaleza,74.0,2017-08-13
2017,355030,São Paulo,18.0,2017-08-13
2017,355030,São Paulo,13.0,2017-08-20
2017,230440,Fortaleza,64.0,2017-08-20
2017,310620,Belo Horizonte,10.0,2017-08-20
2017,310620,Belo Horizonte,9.0,2017-08-27
2017,230440,Fortaleza,56.0,2017-08-27
2017,355030,São Paulo,11.0,2017-08-27
2017,355030,São Paulo,10.0,2017-09-03
2017,230440,Fortaleza,45.0,2017-09-03
2017,310620,Belo Horizonte,13.0,2017-09-03
2017,310620,Belo Horizonte,11.0,2017-09-10
2017,355030,São Paulo,9.0,2017-09-10
2017,230440,Fortaleza,38.0,2017-09-10
2017,355030,São Paulo,9.0,2017-09-17
2017,310620,Belo Horizonte,10.0,2017-09-17
2017,230440,Fortaleza,35.0,2017-09-17
2017,310620,Belo Horizonte,18.0,2017-09-24
2017,355030,São Paulo,20.0,2017-09-24
2017,230440,Fortaleza,29.0,2017-09-24
2017,355030,São Paulo,16.0,2017-10-01
2017,230440,Fortaleza,25.0,2017-10-01
2017,310620,Belo Horizonte,15.0,2017-10-01
2017,355030,São Paulo,28.0,2017-10-08
2017,230440,Fortaleza,33.0,2017-10-08
2017,310620,Belo Horizonte,11.0,2017-10-08
2017,230440,Fortaleza,24.0,2017-10-15
2017,310620,Belo Horizonte,21.0,2017-10-15
2017,355030,São Paulo,17.0,2017-10-15
2017,230440,Fortaleza,12.0,2017-10-22
2017,355030,São Paulo,30.0,2017-10-22
2017,310620,Belo Horizonte,30.0,2017-10-22
2017,355030,São Paulo,17.0,2017-10-29
2017,230440,Fortaleza,10.0,2017-10-29
2017,310620,Belo Horizonte,19.0,2017-10-29
2017,355030,São Paulo,24.0,2017-11-05
2017,230440,Fortaleza,28.0,2017-11-05
2017,310620,Belo Horizonte,31.0,2017-11-05
2017,310620,Belo Horizonte,21.0,2017-11-12
2017,355030,São Paulo,34.0,2017-11-12
2017,230440,Fortaleza,36.0,2017-11-12
2017,355030,São Paulo,35.0,2017-11-19
2017,230440,Fortaleza,25.0,2017-11-19
2017,310620,Belo Horizonte,28.0,2017-11-19
2017,310620,Belo Horizonte,25.0,2017-11-26
2017,230440,Fortaleza,28.0,2017-11-26
2017,355030,São Paulo,34.0,2017-11-26
2017,310620,Belo Horizonte,17.0,2017-12-03
2017,355030,São Paulo,33.0,2017-12-03
2017,230440,Fortaleza,23.0,2017-12-03
2017,230440,Fortaleza,30.0,2017-12-10
2017,310620,Belo Horizonte,21.0,2017-12-10
2017,355030,São Paulo,38.0,2017-12-10
2017,310620,Belo Horizonte,32.0,2017-12-17
2017,230440,Fortaleza,49.0,2017-12-17
2017,355030,São Paulo,33.0,2017-12-17
2017,230440,Fortaleza,54.0,2017-12-24
2017,310620,Belo Horizonte,18.0,2017-12-24
2017,355030,São Paulo,24.0,2017-12-24
2017,230440,Fortaleza,28.0,2017-12-31
2017,355030,São Paulo,10.0,2017-12-31
2017,310620,Belo Horizonte,10.0,2017-12-31
2017,355030,São Paulo,0.0,2018-01-07
2017,230440,Fortaleza,0.0,2018-01-07
2017,310620,Belo Horizonte,0.0,2018-01-07
